process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
0,3,2,1,77,5,0,747.3055555555555
0,3,2,1,78,2,0,1316.5416666666667
0,3,2,1,78,5,0,740.7222222222222
0,3,2,1,79,2,0,1484.5555555555557
0,3,2,1,79,5,0,746.1527777777778
0,3,2,1,80,2,0,127.43055555555556
0,3,2,1,80,2,2,387.3888888888889
0,3,2,1,80,2,3,134.61111111111111
0,3,2,1,80,2,4,1394.8472222222222
0,3,2,1,80,5,0,101.33333333333331
0,3,2,1,80,5,2,798.625
0,3,2,1,80,5,3,782.8888888888889
0,3,2,1,80,5,4,101.68055555555556
1,1,2,0,59,2,0,35478.3125
1,1,2,0,59,6,0,1719.2291666666667
1,1,2,0,60,2,0,24690.5
1,1,2,0,60,6,0,1196.5625
1,1,2,0,61,2,0,28678.229166666668
1,1,2,0,61,6,0,1255.9583333333333
1,1,2,0,62,2,0,27198.83333333333
1,1,2,0,62,6,0,1202.75
1,1,2,0,63,2,0,29408.0625
1,1,2,0,63,6,0,1260.4375
1,1,2,0,64,2,0,21949.354166666668
1,1,2,0,64,6,0,1168.3125
1,1,2,0,65,2,0,26256.45833333333
1,1,2,0,65,6,0,1236.5
1,1,2,0,66,2,0,25369.6875
1,1,2,0,66,6,0,1279.8958333333333
1,1,2,0,67,2,0,29925.041666666668
1,1,2,0,67,6,0,1483.7916666666667
1,1,2,0,68,2,0,19271.291666666668
1,1,2,0,68,6,0,1078.7708333333333
1,1,2,0,69,2,0,22848.75
1,1,2,0,69,3,0,465.8541666666667
1,1,2,0,69,6,0,1105.9375
1,1,2,0,70,2,0,21991.9375
1,1,2,0,70,3,0,476.7708333333333
1,1,2,0,70,6,0,1165.1875
1,1,2,0,71,2,0,25994.0
1,1,2,0,71,3,0,444.125
1,1,2,0,71,6,0,1328.125
1,1,2,0,72,2,0,24081.77083333333
1,1,2,0,72,3,0,462.2708333333333
1,1,2,0,72,6,0,1268.4791666666667
1,1,2,0,73,2,0,29144.604166666668
1,1,2,0,73,3,0,431.1875
1,1,2,0,73,6,0,1409.3958333333333
1,1,2,0,74,2,0,27501.9375
1,1,2,0,74,3,0,467.5625
1,1,2,0,74,6,0,1352.9583333333333
1,1,2,0,75,2,0,31956.75
1,1,2,0,75,3,0,442.375
1,1,2,0,75,6,0,1573.5625
1,1,2,0,76,2,0,20463.4375
1,1,2,0,76,3,0,480.7916666666667
1,1,2,0,76,6,0,1128.0208333333333
1,1,2,0,77,2,0,25185.479166666668
1,1,2,0,77,3,0,437.8333333333333
1,1,2,0,77,6,0,1250.6041666666667
1,1,2,0,78,2,0,23841.14583333333
1,1,2,0,78,3,0,478.0833333333333
1,1,2,0,78,6,0,1217.3125
1,1,2,0,79,2,0,28590.20833333333
1,1,2,0,79,3,0,443.0416666666667
1,1,2,0,79,6,0,1407.3333333333333
1,1,2,0,80,2,0,5465.270833333333
1,1,2,0,80,2,1,5927.4375
1,1,2,0,80,2,2,27858.77083333333
1,1,2,0,80,2,3,29312.479166666668
1,1,2,0,80,3,0,92.33333333333331
1,1,2,0,80,3,1,91.35416666666669
1,1,2,0,80,3,2,477.7083333333333
1,1,2,0,80,3,3,470.4166666666667
1,1,2,0,80,6,0,333.0208333333333
1,1,2,0,80,6,1,335.9375
1,1,2,0,80,6,2,1394.5833333333333
1,1,2,0,80,6,3,1434.625
1,1,2,1,59,2,0,40353.88888888889
1,1,2,1,59,6,0,4476.416666666667
1,1,2,1,60,2,0,28170.11111111111
1,1,2,1,60,6,0,3407.333333333333
1,1,2,1,61,2,0,31292.38888888889
1,1,2,1,61,6,0,3331.222222222222
1,1,2,1,62,2,0,30704.222222222223
1,1,2,1,62,6,0,3418.722222222222
1,1,2,1,63,2,0,32320.666666666668
1,1,2,1,63,6,0,3304.4166666666665
1,1,2,1,64,2,0,27020.277777777777
1,1,2,1,64,6,0,3243.833333333333
1,1,2,1,65,2,0,31143.472222222223
1,1,2,1,65,6,0,3505.777777777778
1,1,2,1,66,2,0,30776.722222222223
1,1,2,1,66,6,0,3630.5833333333335
1,1,2,1,67,2,0,35298.805555555555
1,1,2,1,67,6,0,3996.944444444444
1,1,2,1,68,2,0,24020.194444444445
1,1,2,1,68,6,0,3008.1388888888887
1,1,2,1,69,2,0,27255.555555555555
1,1,2,1,69,3,0,1560.3055555555557
1,1,2,1,69,5,0,8812.222222222223
1,1,2,1,69,6,0,3094.972222222222
1,1,2,1,70,2,0,26999.63888888889
1,1,2,1,70,3,0,1557.0555555555557
1,1,2,1,70,5,0,8872.25
1,1,2,1,70,6,0,3136.4166666666665
1,1,2,1,71,2,0,31141.61111111111
1,1,2,1,71,3,0,1522.9444444444443
1,1,2,1,71,5,0,8882.138888888889
1,1,2,1,71,6,0,3598.555555555556
1,1,2,1,72,2,0,29333.25
1,1,2,1,72,3,0,1521.5555555555557
1,1,2,1,72,5,0,8841.111111111111
1,1,2,1,72,6,0,3397.222222222222
1,1,2,1,73,2,0,34668.22222222222
1,1,2,1,73,3,0,1317.8333333333333
1,1,2,1,73,5,0,8684.027777777777
1,1,2,1,73,6,0,3898.3888888888887
1,1,2,1,74,2,0,32808.083333333336
1,1,2,1,74,3,0,1506.9444444444443
1,1,2,1,74,5,0,8988.388888888889
1,1,2,1,74,6,0,3705.805555555556
1,1,2,1,75,2,0,37421.16666666666
1,1,2,1,75,3,0,1392.25
1,1,2,1,75,5,0,8798.722222222223
1,1,2,1,75,6,0,4176.805555555556
1,1,2,1,76,2,0,25194.555555555555
1,1,2,1,76,3,0,1537.0555555555557
1,1,2,1,76,5,0,8792.972222222223
1,1,2,1,76,6,0,3098.5
1,1,2,1,77,2,0,29798.027777777777
1,1,2,1,77,3,0,1323.611111111111
1,1,2,1,77,5,0,8758.444444444445
1,1,2,1,77,6,0,3379.25
1,1,2,1,78,2,0,28727.222222222223
1,1,2,1,78,3,0,1529.7777777777778
1,1,2,1,78,5,0,8900.583333333334
1,1,2,1,78,6,0,3321.6388888888887
1,1,2,1,79,2,0,33975.333333333336
1,1,2,1,79,3,0,1461.9166666666667
1,1,2,1,79,5,0,8895.416666666666
1,1,2,1,79,6,0,3782.8333333333335
1,1,2,1,80,2,0,6619.138888888889
1,1,2,1,80,2,1,6903.833333333333
1,1,2,1,80,2,2,33476.13888888889
1,1,2,1,80,2,3,35103.25
1,1,2,1,80,2,4,31005.86111111111
1,1,2,1,80,3,0,115.94444444444444
1,1,2,1,80,3,1,115.66666666666669
1,1,2,1,80,3,2,1461.9444444444443
1,1,2,1,80,3,3,1380.361111111111
1,1,2,1,80,3,4,1556.5555555555557
1,1,2,1,80,5,0,8744.083333333334
1,1,2,1,80,6,0,843.1944444444445
1,1,2,1,80,6,1,882.8888888888889
1,1,2,1,80,6,2,3754.1388888888887
1,1,2,1,80,6,3,3872.194444444444
1,1,2,1,80,6,4,3535.5
1,1,2,1,81,5,0,8469.611111111111
1,1,2,1,82,5,0,8772.416666666666
1,1,2,1,83,5,0,8603.527777777777
1,1,2,1,84,5,0,8788.916666666666
1,1,2,1,85,5,0,8452.833333333334
1,1,2,1,86,5,0,8802.611111111111
1,1,2,1,87,5,0,8622.666666666666
1,1,2,1,88,5,0,8761.166666666666
1,1,2,1,89,5,0,8645.388888888889
1,1,2,1,90,5,0,81.88888888888889
1,1,2,1,90,5,1,1433.0277777777778
1,1,2,1,90,5,2,10424.472222222224
1,1,2,1,90,5,3,9327.916666666666
1,1,2,1,90,5,4,84.72222222222223
1,2,2,0,59,1,0,15105.916666666666
1,2,2,0,59,2,0,35231.433333333334
1,2,2,0,59,4,0,951.8333333333334
1,2,2,0,59,6,0,1703.1
1,2,2,0,60,1,0,10599.277777777776
1,2,2,0,60,2,0,24628.88333333333
1,2,2,0,60,4,0,882.3333333333334
1,2,2,0,60,6,0,1168.7166666666667
1,2,2,0,61,1,0,12062.361111111111
1,2,2,0,61,2,0,28386.733333333334
1,2,2,0,61,4,0,927.1944444444443
1,2,2,0,61,6,0,1241.9
1,2,2,0,62,1,0,11614.972222222224
1,2,2,0,62,2,0,27104.533333333333
1,2,2,0,62,4,0,921.4722222222222
1,2,2,0,62,6,0,1217.8833333333334
1,2,2,0,63,1,0,12824.388888888889
1,2,2,0,63,2,0,29260.85
1,2,2,0,63,4,0,952.1388888888888
1,2,2,0,63,6,0,1215.6
1,2,2,0,64,1,0,9324.944444444443
1,2,2,0,64,2,0,21867.43333333333
1,2,2,0,64,4,0,737.0555555555555
1,2,2,0,64,6,0,1151.7
1,2,2,0,65,1,0,11079.166666666666
1,2,2,0,65,2,0,26133.13333333333
1,2,2,0,65,4,0,795.4166666666666
1,2,2,0,65,6,0,1243.2166666666667
1,2,2,0,66,1,0,10866.777777777776
1,2,2,0,66,2,0,25322.6
1,2,2,0,66,4,0,790.6944444444445
1,2,2,0,66,6,0,1267.6333333333334
1,2,2,0,67,1,0,12906.527777777776
1,2,2,0,67,2,0,29747.25
1,2,2,0,67,4,0,834.6111111111111
1,2,2,0,67,6,0,1472.2666666666669
1,2,2,0,68,1,0,8803.194444444445
1,2,2,0,68,2,0,19010.85
1,2,2,0,68,4,0,738.8888888888889
1,2,2,0,68,6,0,1065.3833333333334
1,2,2,0,69,1,0,10437.833333333334
1,2,2,0,69,2,0,22603.08333333333
1,2,2,0,69,3,0,455.28333333333336
1,2,2,0,69,4,0,824.2222222222222
1,2,2,0,69,6,0,1102.4666666666667
1,2,2,0,70,1,0,10025.777777777776
1,2,2,0,70,2,0,21829.18333333333
1,2,2,0,70,3,0,473.51666666666665
1,2,2,0,70,4,0,403.94444444444446
1,2,2,0,70,4,1,908.25
1,2,2,0,70,4,2,462.44444444444446
1,2,2,0,70,4,3,937.6666666666666
1,2,2,0,70,6,0,1166.95
1,2,2,0,71,1,0,11753.944444444443
1,2,2,0,71,2,0,25648.316666666666
1,2,2,0,71,3,0,434.8333333333333
1,2,2,0,71,6,0,1305.0
1,2,2,0,72,1,0,10487.5
1,2,2,0,72,2,0,23891.516666666663
1,2,2,0,72,3,0,456.6833333333333
1,2,2,0,72,6,0,1227.0666666666666
1,2,2,0,73,1,0,12919.166666666666
1,2,2,0,73,2,0,28885.4
1,2,2,0,73,3,0,414.85
1,2,2,0,73,6,0,1391.7
1,2,2,0,74,1,0,12246.888888888889
1,2,2,0,74,2,0,27252.783333333333
1,2,2,0,74,3,0,455.9
1,2,2,0,74,6,0,1324.8833333333334
1,2,2,0,75,1,0,14634.222222222224
1,2,2,0,75,2,0,31755.55
1,2,2,0,75,3,0,427.35
1,2,2,0,75,6,0,1568.15
1,2,2,0,76,1,0,9649.305555555557
1,2,2,0,76,2,0,20316.65
1,2,2,0,76,3,0,460.05
1,2,2,0,76,6,0,1124.8
1,2,2,0,77,1,0,11680.277777777776
1,2,2,0,77,2,0,24790.216666666667
1,2,2,0,77,3,0,422.28333333333336
1,2,2,0,77,6,0,1224.9
1,2,2,0,78,1,0,11226.25
1,2,2,0,78,2,0,23479.0
1,2,2,0,78,3,0,471.98333333333335
1,2,2,0,78,6,0,1191.5833333333333
1,2,2,0,79,1,0,13372.083333333334
1,2,2,0,79,2,0,28241.266666666663
1,2,2,0,79,3,0,434.45
1,2,2,0,79,6,0,1377.25
1,2,2,0,80,1,0,10009.222222222224
1,2,2,0,80,2,0,5507.5
1,2,2,0,80,2,1,5922.533333333334
1,2,2,0,80,2,2,27633.43333333333
1,2,2,0,80,2,3,29100.45
1,2,2,0,80,3,0,91.1
1,2,2,0,80,3,1,86.88333333333334
1,2,2,0,80,3,2,472.35
1,2,2,0,80,3,3,465.8333333333333
1,2,2,0,80,6,0,324.35
1,2,2,0,80,6,1,334.1
1,2,2,0,80,6,2,1372.45
1,2,2,0,80,6,3,1422.1333333333334
1,2,2,0,81,1,0,12243.333333333334
1,2,2,0,82,1,0,12013.694444444443
1,2,2,0,83,1,0,13958.722222222224
1,2,2,0,84,1,0,9265.694444444443
1,2,2,0,85,1,0,11109.944444444443
1,2,2,0,86,1,0,10743.111111111111
1,2,2,0,87,1,0,12694.277777777776
1,2,2,0,88,1,0,10967.305555555557
1,2,2,0,89,1,0,12809.388888888889
1,2,2,0,90,1,0,229.94444444444449
1,2,2,0,90,1,1,5484.194444444444
1,2,2,0,90,1,2,248.02777777777777
1,2,2,0,90,1,3,14678.444444444443
1,2,2,1,59,1,0,21354.875
1,2,2,1,59,2,0,40048.25
1,2,2,1,59,4,0,1250.375
1,2,2,1,59,6,0,4488.309523809524
1,2,2,1,60,1,0,16957.666666666668
1,2,2,1,60,2,0,28181.654761904763
1,2,2,1,60,4,0,1205.1458333333333
1,2,2,1,60,6,0,3310.369047619048
1,2,2,1,61,1,0,17870.708333333332
1,2,2,1,61,2,0,31158.75
1,2,2,1,61,4,0,1200.2083333333333
1,2,2,1,61,6,0,3308.2380952380954
1,2,2,1,62,1,0,17725.583333333332
1,2,2,1,62,2,0,30506.29761904762
1,2,2,1,62,4,0,1215.7916666666667
1,2,2,1,62,6,0,3405.119047619048
1,2,2,1,63,1,0,18380.0
1,2,2,1,63,2,0,31941.02380952381
1,2,2,1,63,4,0,1202.3958333333333
1,2,2,1,63,6,0,3289.119047619048
1,2,2,1,64,1,0,15591.791666666666
1,2,2,1,64,2,0,26735.916666666668
1,2,2,1,64,4,0,1045.0625
1,2,2,1,64,6,0,3233.369047619048
1,2,2,1,65,1,0,17312.208333333332
1,2,2,1,65,2,0,30919.059523809523
1,2,2,1,65,4,0,1122.1041666666667
1,2,2,1,65,6,0,3484.25
1,2,2,1,66,1,0,17394.375
1,2,2,1,66,2,0,30479.69047619048
1,2,2,1,66,4,0,1085.7916666666667
1,2,2,1,66,6,0,3533.3809523809523
1,2,2,1,67,1,0,19236.75
1,2,2,1,67,2,0,35290.02380952381
1,2,2,1,67,4,0,1169.5833333333333
1,2,2,1,67,6,0,4002.7619047619046
1,2,2,1,68,1,0,14948.958333333334
1,2,2,1,68,2,0,23673.714285714286
1,2,2,1,68,4,0,1063.4583333333333
1,2,2,1,68,6,0,2943.964285714286
1,2,2,1,69,1,0,16339.395833333334
1,2,2,1,69,2,0,27162.22619047619
1,2,2,1,69,3,0,1518.9642857142858
1,2,2,1,69,4,0,1115.2916666666667
1,2,2,1,69,5,0,8747.297619047618
1,2,2,1,69,6,0,3066.7023809523807
1,2,2,1,70,1,0,16229.916666666666
1,2,2,1,70,2,0,26857.666666666668
1,2,2,1,70,3,0,1506.702380952381
1,2,2,1,70,4,0,509.75
1,2,2,1,70,4,1,1185.9583333333333
1,2,2,1,70,4,2,552.7916666666666
1,2,2,1,70,4,3,1233.2291666666667
1,2,2,1,70,4,4,1187.6875
1,2,2,1,70,5,0,8981.309523809523
1,2,2,1,70,6,0,3139.214285714286
1,2,2,1,71,1,0,17921.520833333332
1,2,2,1,71,2,0,31048.654761904763
1,2,2,1,71,3,0,1460.7380952380952
1,2,2,1,71,5,0,8829.785714285714
1,2,2,1,71,6,0,3572.0119047619046
1,2,2,1,72,1,0,17133.4375
1,2,2,1,72,2,0,28989.60714285714
1,2,2,1,72,3,0,1480.2738095238096
1,2,2,1,72,5,0,8858.630952380952
1,2,2,1,72,6,0,3444.3928571428573
1,2,2,1,73,1,0,19513.375
1,2,2,1,73,2,0,34327.72619047619
1,2,2,1,73,3,0,1297.5119047619048
1,2,2,1,73,5,0,8621.404761904761
1,2,2,1,73,6,0,3830.369047619048
1,2,2,1,74,1,0,19059.166666666668
1,2,2,1,74,2,0,32804.53571428572
1,2,2,1,74,3,0,1477.059523809524
1,2,2,1,74,5,0,8958.75
1,2,2,1,74,6,0,3734.5833333333335
1,2,2,1,75,1,0,21215.104166666668
1,2,2,1,75,2,0,37388.52380952381
1,2,2,1,75,3,0,1361.7261904761904
1,2,2,1,75,5,0,8815.285714285714
1,2,2,1,75,6,0,4192.309523809524
1,2,2,1,76,1,0,15996.916666666666
1,2,2,1,76,2,0,25032.92857142857
1,2,2,1,76,3,0,1499.809523809524
1,2,2,1,76,5,0,8864.92857142857
1,2,2,1,76,6,0,3090.2261904761904
1,2,2,1,77,1,0,17889.270833333332
1,2,2,1,77,2,0,29347.09523809524
1,2,2,1,77,3,0,1305.9761904761904
1,2,2,1,77,5,0,8737.761904761905
1,2,2,1,77,6,0,3362.1309523809523
1,2,2,1,78,1,0,17562.354166666668
1,2,2,1,78,2,0,28582.166666666668
1,2,2,1,78,3,0,1496.654761904762
1,2,2,1,78,5,0,8956.547619047618
1,2,2,1,78,6,0,3317.333333333333
1,2,2,1,79,1,0,19533.479166666668
1,2,2,1,79,2,0,33535.94047619047
1,2,2,1,79,3,0,1428.654761904762
1,2,2,1,79,5,0,8872.52380952381
1,2,2,1,79,6,0,3786.9166666666665
1,2,2,1,80,1,0,16578.666666666668
1,2,2,1,80,2,0,6498.678571428572
1,2,2,1,80,2,1,6873.357142857143
1,2,2,1,80,2,2,33036.51190476191
1,2,2,1,80,2,3,34739.78571428572
1,2,2,1,80,2,4,30918.011904761905
1,2,2,1,80,3,0,115.52380952380952
1,2,2,1,80,3,1,113.11904761904762
1,2,2,1,80,3,2,1410.690476190476
1,2,2,1,80,3,3,1344.845238095238
1,2,2,1,80,3,4,1517.904761904762
1,2,2,1,80,5,0,8803.607142857143
1,2,2,1,80,6,0,820.8214285714286
1,2,2,1,80,6,1,869.3690476190476
1,2,2,1,80,6,2,3766.571428571429
1,2,2,1,80,6,3,3902.880952380952
1,2,2,1,80,6,4,3522.535714285714
1,2,2,1,81,1,0,18419.5625
1,2,2,1,81,5,0,8581.642857142857
1,2,2,1,82,1,0,18776.541666666668
1,2,2,1,82,5,0,8835.535714285714
1,2,2,1,83,1,0,20564.229166666668
1,2,2,1,83,5,0,8636.142857142857
1,2,2,1,84,1,0,15453.645833333334
1,2,2,1,84,5,0,8829.809523809523
1,2,2,1,85,1,0,16927.208333333332
1,2,2,1,85,5,0,8580.047619047618
1,2,2,1,86,1,0,17082.958333333332
1,2,2,1,86,5,0,8876.035714285714
1,2,2,1,87,1,0,19013.916666666668
1,2,2,1,87,5,0,8657.702380952382
1,2,2,1,88,1,0,17723.729166666668
1,2,2,1,88,5,0,8813.011904761905
1,2,2,1,89,1,0,19083.83333333333
1,2,2,1,89,5,0,8585.392857142857
1,2,2,1,90,1,0,309.6666666666667
1,2,2,1,90,1,1,8595.3125
1,2,2,1,90,1,2,320.9791666666667
1,2,2,1,90,1,3,22622.479166666668
1,2,2,1,90,1,4,20320.8125
1,2,2,1,90,5,0,85.05952380952381
1,2,2,1,90,5,1,1434.702380952381
1,2,2,1,90,5,2,10322.02380952381
1,2,2,1,90,5,3,9352.27380952381
1,2,2,1,90,5,4,84.33333333333333
1,3,2,0,59,1,0,15616.472222222224
1,3,2,0,59,2,0,35540.36111111111
1,3,2,0,59,4,0,955.5833333333334
1,3,2,0,59,6,0,1669.5277777777778
1,3,2,0,60,1,0,11175.388888888889
1,3,2,0,60,2,0,24691.58333333333
1,3,2,0,60,4,0,865.4166666666666
1,3,2,0,60,6,0,1151.4444444444443
1,3,2,0,61,1,0,12617.861111111111
1,3,2,0,61,2,0,28355.416666666668
1,3,2,0,61,4,0,942.8333333333334
1,3,2,0,61,6,0,1202.3055555555557
1,3,2,0,62,1,0,12199.222222222224
1,3,2,0,62,2,0,27208.777777777777
1,3,2,0,62,4,0,895.3541666666666
1,3,2,0,62,6,0,1187.0
1,3,2,0,63,1,0,13551.111111111111
1,3,2,0,63,2,0,29315.25
1,3,2,0,63,4,0,937.2083333333334
1,3,2,0,63,6,0,1189.9722222222222
1,3,2,0,64,1,0,9836.805555555557
1,3,2,0,64,2,0,22089.0
1,3,2,0,64,4,0,732.2708333333334
1,3,2,0,64,6,0,1128.8333333333333
1,3,2,0,65,1,0,11583.444444444443
1,3,2,0,65,2,0,26265.805555555555
1,3,2,0,65,4,0,782.1458333333334
1,3,2,0,65,6,0,1176.361111111111
1,3,2,0,66,1,0,11422.277777777776
1,3,2,0,66,2,0,25321.305555555555
1,3,2,0,66,4,0,783.1875
1,3,2,0,66,6,0,1220.3055555555557
1,3,2,0,67,1,0,13531.25
1,3,2,0,67,2,0,29873.527777777777
1,3,2,0,67,4,0,833.9583333333334
1,3,2,0,67,6,0,1416.888888888889
1,3,2,0,68,1,0,9286.666666666666
1,3,2,0,68,2,0,19076.694444444445
1,3,2,0,68,4,0,728.1875
1,3,2,0,68,6,0,1046.1944444444443
1,3,2,0,69,1,0,11055.888888888889
1,3,2,0,69,2,0,22697.61111111111
1,3,2,0,69,3,0,443.25
1,3,2,0,69,4,0,802.3333333333334
1,3,2,0,69,6,0,1052.611111111111
1,3,2,0,70,1,0,10450.527777777776
1,3,2,0,70,2,0,21929.416666666668
1,3,2,0,70,3,0,465.97222222222223
1,3,2,0,70,4,0,395.9166666666667
1,3,2,0,70,4,1,880.0208333333334
1,3,2,0,70,4,2,441.625
1,3,2,0,70,4,3,878.125
1,3,2,0,70,6,0,1110.5833333333333
1,3,2,0,71,1,0,12458.0
1,3,2,0,71,2,0,25939.36111111111
1,3,2,0,71,3,0,428.27777777777777
1,3,2,0,71,6,0,1260.638888888889
1,3,2,0,72,1,0,11022.75
1,3,2,0,72,2,0,24071.83333333333
1,3,2,0,72,3,0,469.25
1,3,2,0,72,6,0,1221.0555555555557
1,3,2,0,73,1,0,13506.583333333334
1,3,2,0,73,2,0,28894.08333333333
1,3,2,0,73,3,0,426.3888888888889
1,3,2,0,73,6,0,1336.75
1,3,2,0,74,1,0,12918.138888888889
1,3,2,0,74,2,0,27155.75
1,3,2,0,74,3,0,459.4166666666667
1,3,2,0,74,6,0,1288.138888888889
1,3,2,0,75,1,0,15422.694444444443
1,3,2,0,75,2,0,31665.027777777777
1,3,2,0,75,3,0,430.6388888888889
1,3,2,0,75,6,0,1523.638888888889
1,3,2,0,76,1,0,10253.805555555557
1,3,2,0,76,2,0,20351.916666666668
1,3,2,0,76,3,0,453.6666666666667
1,3,2,0,76,6,0,1087.5833333333333
1,3,2,0,77,1,0,12401.027777777776
1,3,2,0,77,2,0,24788.555555555555
1,3,2,0,77,3,0,430.8333333333333
1,3,2,0,77,6,0,1179.3333333333333
1,3,2,0,78,1,0,11979.583333333334
1,3,2,0,78,2,0,23830.25
1,3,2,0,78,3,0,472.0
1,3,2,0,78,6,0,1148.388888888889
1,3,2,0,79,1,0,14080.805555555557
1,3,2,0,79,2,0,28434.25
1,3,2,0,79,3,0,429.1111111111111
1,3,2,0,79,6,0,1353.361111111111
1,3,2,0,80,1,0,10660.166666666666
1,3,2,0,80,2,0,5495.166666666667
1,3,2,0,80,2,1,5947.333333333333
1,3,2,0,80,2,2,27606.88888888889
1,3,2,0,80,2,3,29080.36111111111
1,3,2,0,80,3,0,95.83333333333331
1,3,2,0,80,3,1,88.30555555555556
1,3,2,0,80,3,2,477.0
1,3,2,0,80,3,3,458.52777777777777
1,3,2,0,80,6,0,318.22222222222223
1,3,2,0,80,6,1,330.0833333333333
1,3,2,0,80,6,2,1344.4444444444443
1,3,2,0,80,6,3,1410.4166666666667
1,3,2,0,81,1,0,13030.055555555557
1,3,2,0,82,1,0,12591.722222222224
1,3,2,0,83,1,0,14871.666666666666
1,3,2,0,84,1,0,9822.138888888889
1,3,2,0,85,1,0,11790.111111111111
1,3,2,0,86,1,0,11445.416666666666
1,3,2,0,87,1,0,13361.444444444443
1,3,2,0,88,1,0,11642.361111111111
1,3,2,0,89,1,0,13410.5
1,3,2,0,90,1,0,249.41666666666663
1,3,2,0,90,1,1,5746.388888888889
1,3,2,0,90,1,2,262.4166666666667
1,3,2,0,90,1,3,15422.555555555557
1,3,2,1,59,1,0,22241.48958333333
1,3,2,1,59,2,0,43504.25
1,3,2,1,59,4,0,1271.925
1,3,2,1,59,6,0,3848.6354166666665
1,3,2,1,60,1,0,17555.989583333332
1,3,2,1,60,2,0,30808.260416666668
1,3,2,1,60,4,0,1229.1333333333334
1,3,2,1,60,6,0,2850.375
1,3,2,1,61,1,0,18410.92708333333
1,3,2,1,61,2,0,34018.71875
1,3,2,1,61,4,0,1251.65
1,3,2,1,61,6,0,2844.2604166666665
1,3,2,1,62,1,0,18422.45833333333
1,3,2,1,62,2,0,33321.9375
1,3,2,1,62,4,0,1250.8833333333334
1,3,2,1,62,6,0,2946.09375
1,3,2,1,63,1,0,19091.48958333333
1,3,2,1,63,2,0,34839.083333333336
1,3,2,1,63,4,0,1261.8083333333334
1,3,2,1,63,6,0,2846.802083333333
1,3,2,1,64,1,0,15925.645833333334
1,3,2,1,64,2,0,29289.05208333333
1,3,2,1,64,4,0,1092.0083333333334
1,3,2,1,64,6,0,2796.114583333333
1,3,2,1,65,1,0,17885.104166666668
1,3,2,1,65,2,0,33805.53125
1,3,2,1,65,4,0,1133.7166666666667
1,3,2,1,65,6,0,2996.3854166666665
1,3,2,1,66,1,0,17973.489583333332
1,3,2,1,66,2,0,33244.0625
1,3,2,1,66,4,0,1127.1833333333334
1,3,2,1,66,6,0,3051.927083333333
1,3,2,1,67,1,0,19897.854166666668
1,3,2,1,67,2,0,38404.65625
1,3,2,1,67,4,0,1185.3666666666666
1,3,2,1,67,6,0,3455.427083333333
1,3,2,1,68,1,0,15442.385416666666
1,3,2,1,68,2,0,25661.40625
1,3,2,1,68,4,0,1088.0083333333334
1,3,2,1,68,6,0,2576.0416666666665
1,3,2,1,69,1,0,16789.885416666668
1,3,2,1,69,2,0,29482.25
1,3,2,1,69,3,0,1637.90625
1,3,2,1,69,4,0,1140.5666666666666
1,3,2,1,69,5,0,8347.3125
1,3,2,1,69,6,0,2660.5729166666665
1,3,2,1,70,1,0,16715.854166666668
1,3,2,1,70,2,0,28977.28125
1,3,2,1,70,3,0,1639.6666666666667
1,3,2,1,70,4,0,522.1333333333333
1,3,2,1,70,4,1,1214.0916666666667
1,3,2,1,70,4,2,569.0583333333333
1,3,2,1,70,4,3,1231.8416666666667
1,3,2,1,70,4,4,1222.7416666666666
1,3,2,1,70,5,0,8528.96875
1,3,2,1,70,6,0,2689.3125
1,3,2,1,71,1,0,18425.86458333333
1,3,2,1,71,2,0,33755.635416666664
1,3,2,1,71,3,0,1593.34375
1,3,2,1,71,5,0,8466.041666666666
1,3,2,1,71,6,0,3058.8125
1,3,2,1,72,1,0,17625.03125
1,3,2,1,72,2,0,31622.760416666668
1,3,2,1,72,3,0,1576.1458333333333
1,3,2,1,72,5,0,8473.489583333334
1,3,2,1,72,6,0,2930.708333333333
1,3,2,1,73,1,0,20074.77083333333
1,3,2,1,73,2,0,37136.01041666666
1,3,2,1,73,3,0,1386.875
1,3,2,1,73,5,0,8337.5625
1,3,2,1,73,6,0,3309.4791666666665
1,3,2,1,74,1,0,19798.0
1,3,2,1,74,2,0,35315.354166666664
1,3,2,1,74,3,0,1593.3333333333333
1,3,2,1,74,5,0,8546.197916666666
1,3,2,1,74,6,0,3221.3541666666665
1,3,2,1,75,1,0,21968.916666666668
1,3,2,1,75,2,0,40599.90625
1,3,2,1,75,3,0,1457.7291666666667
1,3,2,1,75,5,0,8369.583333333334
1,3,2,1,75,6,0,3624.7291666666665
1,3,2,1,76,1,0,16303.520833333334
1,3,2,1,76,2,0,27220.166666666668
1,3,2,1,76,3,0,1642.2291666666667
1,3,2,1,76,5,0,8486.65625
1,3,2,1,76,6,0,2641.864583333333
1,3,2,1,77,1,0,18302.125
1,3,2,1,77,2,0,32210.0625
1,3,2,1,77,3,0,1381.3333333333333
1,3,2,1,77,5,0,8339.510416666666
1,3,2,1,77,6,0,2900.583333333333
1,3,2,1,78,1,0,18168.90625
1,3,2,1,78,2,0,31247.83333333333
1,3,2,1,78,3,0,1617.1979166666667
1,3,2,1,78,5,0,8533.53125
1,3,2,1,78,6,0,2862.46875
1,3,2,1,79,1,0,20222.64583333333
1,3,2,1,79,2,0,36771.88541666666
